ori,aggravated_assault,arson,burglary,homicide,human_trafficing,larceny,motor_vehicle_theft,property_crime,rape,robbery,violent_crime
GA0310200,114,2,121,2,0,674,152,947,15,45,176
KY0560000,0,0,0,0,0,4,5,9,0,0,0
MO0955500,12,0,10,0,0,114,45,169,0,2,14
OH0313700,1,1,6,0,0,147,13,166,2,2,5
CA0160000,79,3,97,5,0,287,30,414,10,16,110
IL0921200,9,0,11,0,0,31,1,43,2,0,11
OK0691100,0,0,4,0,0,0,1,5,0,0,0
KS0850000,20,2,27,1,0,66,12,105,7,2,30
MO0954700,7,1,12,1,0,229,23,264,1,0,9
CO0030500,0,0,12,0,0,37,17,66,1,0,1
CO0620000,76,7,84,1,0,317,114,515,20,3,100
TX1520300,5,0,8,0,0,20,6,34,1,0,6
MO0840900,0,0,0,0,0,0,1,1,0,0,0
MI7207200,6,0,42,0,0,19,3,64,3,1,10
NJ0032000,36,1,62,3,0,324,58,444,7,14,60
GA0470500,6,2,3,0,0,22,0,25,1,0,7
MS0520000,17,1,13,0,0,16,5,34,1,1,19
NY0042800,0,0,0,0,0,10,0,10,0,0,0
IA0180100,1,0,7,0,0,14,2,23,0,0,1
NY332SD00,57,4,66,0,0,265,47,378,34,4,95
NY0063200,0,0,2,0,0,16,1,19,1,0,1
OR0200600,133,23,229,4,0,1593,219,2041,24,40,201
CO0430000,16,2,37,1,0,120,20,177,0,1,18
NJ0225400,4,4,5,0,0,57,2,64,1,2,7
MS0410000,49,5,135,2,0,303,65,503,19,4,74
NM0280300,0,0,5,0,0,22,1,28,0,1,1
ME0070400,0,0,1,0,0,20,1,22,0,0,0
GA0070000,63,3,50,1,0,554,59,663,9,3,76
CA0070100,497,16,432,9,3,1456,640,2528,37,159,702
MT0560000,112,7,60,1,0,439,123,622,11,4,128
GA1460400,1,1,6,0,1,24,0,30,0,0,1
ME0120500,0,0,0,0,0,0,0,0,0,0,0
GA0640100,46,0,33,0,1,409,22,464,6,2,54
MI2336700,19,1,14,1,0,67,6,87,6,0,26
PA0020T00,2,0,0,0,0,21,0,21,1,0,3
SC0101700,0,0,0,0,0,10,0,10,1,0,1
IL0822300,13,1,28,0,0,129,29,186,1,0,14
CA032030X,0,0,0,0,0,1,0,1,0,0,0
NH0062000,0,0,0,0,0,0,0,0,0,0,0
IL0163000,24,2,53,0,1,450,38,541,12,5,41
MT0410100,6,0,1,0,0,65,3,69,1,0,7
NY0090000,1,0,0,0,0,19,0,19,0,0,1
IA0570200,81,2,53,0,0,406,53,512,15,6,102
ND0390000,0,1,10,0,0,38,4,52,1,1,2
FL0250200,17,0,17,0,0,58,1,76,2,2,21
IL0490100,3,0,1,0,0,20,1,22,1,0,4
PA0530400,0,0,0,0,0,0,0,0,0,0,0
OH0480600,20,2,41,1,0,539,61,641,3,10,34
OK0690300,4,0,18,0,0,29,3,50,4,0,8
KS0570200,3,0,3,0,0,4,1,8,0,0,3
TX1070000,115,3,181,7,1,263,106,550,37,3,162
GA0390000,14,1,35,2,0,93,24,152,6,1,23
NY348SE00,2,0,13,0,0,26,7,46,3,0,5
OR0360000,39,4,63,2,0,215,48,326,7,1,49
WA0130000,75,4,235,0,0,636,214,1085,28,13,116
TN0900300,5,0,12,0,0,49,3,64,3,0,8
OH0251600,7,0,9,1,0,84,14,107,2,2,12
NJ0071000,2,0,21,0,0,251,41,313,1,4,7
MS0440500,0,0,0,0,0,1,0,1,0,0,0
CO0610000,1,1,12,0,0,43,9,64,0,0,1
FL0502100,0,0,0,0,0,7,2,9,0,0,0
VA084SP00,0,5,0,0,1,2,2,4,0,0,0
WA0080200,71,10,292,0,0,1188,214,1694,26,35,132
NY0582500,1,0,2,0,0,12,0,14,1,0,2
WA0171500,0,0,24,0,0,43,5,72,0,0,0
AR0060100,15,0,40,0,0,53,6,99,3,1,19
CO0540100,16,1,25,0,3,171,12,208,15,1,32
MO0030200,2,0,1,0,0,2,0,3,0,0,2
TN0030100,9,0,6,0,0,51,2,59,0,1,10
ME0031800,0,0,0,0,0,11,1,12,2,0,2
MO0780500,11,0,13,0,0,35,3,51,0,2,13
WA0131000,1,0,5,0,0,9,13,27,1,0,2
TX0201600,0,0,0,0,0,2,0,2,0,0,0
UT0061000,13,0,21,0,0,145,44,210,1,2,16
NH0012000,1,0,2,0,0,8,0,10,0,0,1
FL0030100,179,3,168,1,0,783,78,1029,43,17,240
MN0190200,14,0,19,0,0,104,14,137,7,0,21
TX1010100,230,1,438,2,1,2225,519,3182,58,68,358
IL0822000,3,0,5,0,0,20,4,29,2,2,7
NJ0150500,46,1,39,0,0,242,10,291,15,4,65
IL0540000,3,1,16,0,0,36,3,55,1,1,5
TN0590300,2,0,7,0,0,3,1,11,0,0,2
TN0730500,0,0,0,0,0,1,0,1,0,0,0
IA0640100,146,6,86,1,0,352,40,478,26,6,179
MI1177900,3,0,7,0,0,15,2,24,1,0,4
TX1072800,2,0,1,0,0,1,0,2,0,0,2
PA0230400,80,1,70,5,0,164,63,297,4,20,109
TX0700500,28,1,29,2,0,299,54,382,9,2,41
FL0531100,3,0,10,0,0,24,4,38,0,0,3
OH0312200,0,0,1,0,0,9,0,10,0,0,0
TX2350100,169,14,269,7,0,1107,76,1452,35,36,247
MA0144900,3,0,10,0,0,30,3,43,1,0,4
MO0481100,6,0,11,0,0,54,19,84,2,1,9
WY0190200,29,1,32,0,0,236,20,288,9,1,39
MI0410400,2,0,1,0,0,20,3,24,3,0,5
MN0274000,1,0,0,0,0,93,0,93,0,0,1
MA0071000,290,12,132,6,0,1161,118,1411,11,57,364
VA0300200,9,0,5,0,0,96,9,110,5,2,16
MN0530200,3,0,0,0,0,4,0,4,0,0,3
KY0700000,5,1,16,0,0,38,10,64,0,0,5
LADI00600,0,0,1,0,0,84,3,88,0,0,0
NY341SG00,6,1,24,1,0,201,15,240,27,4,38
CT0007600,2,0,3,0,0,74,7,84,0,0,2
NB0880100,4,0,3,0,0,6,0,9,0,0,4
NC0950000,10,4,49,2,0,130,19,198,2,1,15
SD0510300,33,1,23,1,0,132,29,184,15,2,51
NY226UN00,2,0,5,0,0,15,1,21,0,1,3
OH0570500,12,6,85,0,0,633,86,804,11,6,29
MO0130000,3,0,3,0,0,12,4,19,1,0,4
AL0410000,93,4,67,0,0,280,84,431,10,1,104
CO0211000,1,0,2,0,0,1,1,4,0,0,1
TX1390400,0,0,0,0,0,2,0,2,1,0,1
SC0110000,129,8,197,2,0,478,109,784,12,10,153
VA1210000,46,1,9,0,0,153,23,185,4,4,54
KY0510100,26,3,132,2,0,373,55,560,19,20,67
IL0560700,9,0,56,0,0,116,3,175,8,0,17
OR0260100,288,26,448,10,0,1690,1149,3287,55,132,485
NY0290300,8,0,12,0,0,117,7,136,0,2,10
OH0181900,7,0,4,0,0,73,16,93,4,1,12
KS0870600,0,0,1,0,0,61,2,64,0,0,0
PA0390600,4,0,1,0,0,40,1,42,0,0,4
IN0060000,0,0,0,0,0,0,0,0,0,0,0
TN0240800,0,0,3,0,0,9,0,12,0,0,0
NY0323700,0,0,3,0,0,36,3,42,0,0,0
IA0760000,3,0,4,0,0,11,2,17,1,0,4
MA0030700,46,0,15,1,1,109,8,132,5,3,55
TX0670200,2,0,5,0,0,40,3,48,1,0,3
AL0020000,294,8,284,9,4,753,247,1284,11,14,328
VA037SP00,1,0,0,0,0,0,2,2,0,0,1
MN0080400,0,0,0,0,0,0,0,0,0,0,0
ME0030200,1,0,5,0,0,19,1,25,0,0,1
PA0401500,4,0,1,0,0,10,1,12,0,0,4
MI1985700,19,0,23,0,0,106,12,141,11,1,31
VT0100000,4,0,9,0,0,74,2,85,7,0,11
SC021990X,0,0,0,0,0,1,0,1,0,0,0
MI1429700,2,0,2,0,0,8,2,12,2,1,5
MN0770000,13,1,29,0,0,72,10,111,16,0,29
OH0131400,19,2,24,0,0,82,3,109,3,1,23
MI7047400,59,1,18,2,0,405,30,453,43,5,109
NC0740000,144,2,191,5,0,398,43,632,5,16,170
WA0270000,1140,63,1819,20,1,5052,2602,9473,128,253,1541
SC0010400,0,0,0,0,0,3,0,3,1,0,1
TX0200800,45,1,36,1,0,384,38,458,18,5,69
CA0199945,0,0,0,0,0,0,1,1,0,0,0
UT025129E,0,0,5,0,0,90,5,100,3,0,3
NB0070000,1,0,13,0,0,12,2,27,2,0,3
NH008010X,2,0,0,0,0,0,1,1,0,0,2
NJ0091200,81,0,61,1,0,501,41,603,11,36,129
WV0060100,0,0,0,0,0,91,0,91,0,0,0
NY0290900,7,0,9,0,0,105,17,131,0,8,15
MN0400000,8,0,15,0,0,55,7,77,2,0,10
NM0070600,75,2,27,1,0,71,20,118,3,1,80
TX0850000,6,1,13,0,0,23,0,36,3,0,9
MN0050200,9,0,8,0,0,219,12,239,2,0,11
CA0211300,1,0,0,0,0,4,0,4,0,0,1
GA0670500,31,0,41,0,0,331,17,389,6,2,39
NC0250000,85,2,134,0,0,284,81,499,5,4,94
WA0330000,19,3,64,1,0,124,36,224,6,1,27
MO0220000,26,2,78,0,0,55,46,179,5,1,32
PA0330200,0,0,1,0,0,5,0,6,0,0,0
GA057069E,0,0,0,0,0,19,0,19,0,0,0
NC0940000,3,1,19,1,0,34,11,64,5,0,9
WI0110600,1,0,0,0,0,0,0,0,1,0,2
PA0130700,4,0,5,0,0,19,0,24,1,0,5
NC0920000,181,14,234,3,0,850,188,1272,15,23,222
WY0010000,7,0,15,0,0,32,2,49,3,0,10
IA0730200,31,1,10,0,0,40,1,51,0,0,31
IL0320400,12,0,24,1,0,171,7,202,13,2,28
AR0160500,2,0,2,0,0,28,2,32,0,0,2
TN0320000,108,7,72,1,0,203,70,345,10,4,123
NV0040000,38,1,36,1,0,110,52,198,7,2,48
PA0402100,11,0,11,0,0,118,7,136,2,2,15
MT0180200,26,0,14,0,0,55,6,75,2,1,29
GA1150200,13,0,22,1,0,159,4,185,3,0,17
KS1050400,17,0,1,0,0,174,24,199,1,3,21
PA0370400,0,0,0,0,0,3,1,4,0,0,0
MS0250300,14,3,15,1,0,266,16,297,8,2,25
MO0670400,2,0,6,0,0,14,5,25,0,0,2
MT0390000,16,0,1,1,0,9,3,13,4,0,21
NM0290100,36,3,129,0,0,256,37,422,3,7,46
IL0490400,21,0,21,0,0,148,10,179,4,5,30
WI0160100,34,3,56,0,0,514,60,630,19,3,56
MN0021300,14,0,35,0,0,158,11,204,6,0,20
PA0251600,3,0,0,0,0,0,1,1,0,0,3
MO0920300,114,3,197,1,0,877,168,1242,16,20,151
WVWSP0200,8,0,10,0,0,42,2,54,9,1,18
PA0543800,0,0,2,0,0,19,1,22,0,0,0
TN0500100,42,0,50,0,0,205,17,272,3,3,48
VA0740200,0,0,0,0,0,2,0,2,1,0,1
PA0251300,2,0,0,0,0,0,0,0,0,0,2
MI8253800,184,4,111,0,0,1257,246,1614,26,19,229
AR0540100,120,9,94,5,0,180,28,302,11,11,147
PA0361000,0,0,1,0,0,15,1,17,1,1,2
SD0280000,1,0,9,0,0,12,3,24,2,0,3
VA091SP00,2,0,0,0,0,2,0,2,0,0,2
NJ0050100,1,0,15,0,0,75,5,95,0,0,1
MI3399800,2,1,0,0,0,12,4,16,0,0,2
AR0710000,30,2,25,1,0,85,45,155,1,0,32
KY0100000,24,0,46,0,0,76,29,151,5,0,29
CA0260100,23,0,21,0,0,101,4,126,6,0,29
TX2340300,1,1,7,0,0,11,5,23,1,0,2
OH0330100,0,0,1,0,0,9,0,10,0,0,0
OH0290500,2,0,5,0,0,37,1,43,3,0,5
WA0180000,445,23,805,4,0,2520,649,3974,88,58,595
NY0015200,14,0,44,0,0,659,15,718,11,2,27
AL0240200,1,0,1,0,0,1,0,2,0,0,1
NC0430200,12,1,98,0,0,63,1,162,5,1,18
OK0720700,25,1,76,1,0,234,34,344,10,1,37
MO0660000,60,3,30,0,0,86,37,153,9,0,69
NY0595200,2,1,8,0,0,104,23,135,0,2,4
AL0110500,40,0,47,0,0,575,28,650,7,5,52
MI4452000,17,0,13,1,0,97,8,118,3,1,22
LA0340000,83,4,62,4,0,208,37,307,5,6,98
AR0660000,14,0,43,0,0,94,12,149,2,0,16
PA0022500,3,0,2,0,0,34,2,38,0,0,3
AR0420000,51,0,81,2,0,97,44,222,7,0,60
ID0030000,11,0,25,0,0,63,10,98,5,0,16
NY0333200,0,0,0,0,0,7,0,7,0,0,0
IN0720000,0,0,2,0,0,11,3,16,0,0,0
OR0050400,10,1,14,0,0,70,25,109,1,1,12
MI2363000,3,1,1,0,0,22,5,28,1,0,4
TN0740600,3,0,9,0,0,26,2,37,0,0,3
SC0040400,13,0,19,0,0,66,11,96,2,0,15
NY0514000,2,1,5,0,0,31,4,40,0,2,4
MO0250000,9,0,32,1,0,33,10,75,2,0,12
NH0030600,1,0,0,0,0,4,0,4,1,0,2
OH0432200,0,0,0,0,0,4,0,4,0,0,0
OH0150500,0,0,1,0,0,7,0,8,0,0,0
LA0100700,33,1,11,2,0,47,8,66,1,0,36
ND0300200,43,8,132,1,0,599,127,858,12,2,58
LA0540000,18,0,4,0,0,18,1,23,1,0,19
IN0790000,66,1,71,0,0,186,70,327,15,5,86
NY319SF00,170,7,37,0,0,156,12,205,8,2,180
IL0163700,20,3,38,0,0,153,47,238,4,8,32
NH0090600,2,0,3,0,0,44,2,49,6,1,9
AZ0140300,5,1,20,3,0,41,19,80,1,0,9
TX0153000,2,0,29,0,0,135,5,169,1,0,3
PA0460300,4,0,7,0,0,68,3,78,0,0,4
NJ0040600,9,1,3,0,0,86,3,92,0,0,9
KY0710400,0,0,0,0,0,2,0,2,0,0,0
DE0010800,0,0,0,0,0,1,0,1,0,0,0
TX2400000,31,2,26,0,68,80,28,134,10,3,44
MI5805800,38,0,128,0,0,42,8,178,14,2,54
VA005SP00,3,0,0,0,0,1,0,1,0,0,3
WA0030500,10,0,30,0,0,141,28,199,4,2,16
PA0461900,81,2,69,9,0,474,179,722,6,66,162
NC0420700,7,0,15,0,0,34,6,55,0,0,7
NY0492000,0,0,0,0,0,1,0,1,0,0,0
CA0409945,8,0,1,0,0,15,78,94,0,0,8
TN0010000,124,11,85,0,0,191,69,345,15,2,141
NC0460200,3,0,5,0,0,25,2,32,3,2,8
TN0710300,3,0,9,0,0,17,9,35,0,0,3
PA0482500,6,0,1,0,0,27,1,29,1,0,7
MN0270300,175,9,245,2,0,2102,380,2727,60,78,315
TN0540400,1,0,1,0,0,0,2,3,0,0,1
VA109SP00,1,0,0,0,0,3,0,3,0,0,1
VA0620000,19,0,23,0,0,130,14,167,4,0,23
OH0220000,3,0,6,0,0,51,4,61,0,0,3
MI5615600,19,0,34,0,0,169,15,218,21,0,40
TX0571800,487,9,718,9,0,3618,1036,5372,57,134,687
CT0001700,21,0,118,4,0,557,121,796,7,16,48
VT0040800,0,2,0,0,0,4,2,6,0,0,0
PA0021800,0,0,5,0,0,36,4,45,1,2,3
TX0300100,0,0,6,0,0,5,1,12,0,0,0
IA0940100,96,13,103,2,0,597,52,752,15,17,130
VA0590000,5,0,13,0,0,72,5,90,3,1,9
AL0110800,5,0,1,0,0,24,2,27,4,0,9
CA0340100,79,15,162,0,0,945,104,1211,20,16,115
MN0520100,11,0,29,0,0,95,10,134,7,0,18
PA0156700,2,0,4,0,0,15,2,21,1,0,3
IA0230300,36,0,16,0,0,81,10,107,2,0,38
SC0020700,0,0,0,0,0,1,2,3,0,0,0
SC0320000,588,18,812,7,0,3278,656,4746,60,66,721
MI3849700,261,18,173,4,0,787,150,1110,44,27,336
NC0810000,105,6,202,1,0,310,31,543,21,3,130
IL0901500,0,0,2,0,0,19,0,21,1,0,1
KS0440000,36,0,17,0,0,119,18,154,5,0,41
PA0044400,0,0,0,0,0,3,0,3,0,0,0
OH0782400,0,0,2,0,0,7,1,10,0,0,0
NJ0051500,11,0,11,0,0,56,3,70,0,0,11
MS0550100,59,0,38,0,0,282,26,346,6,11,76
NH0032800,1,13,5,0,0,26,1,32,1,0,2
CA0560700,35,2,158,1,0,1118,105,1381,9,27,72
OK0680700,0,0,0,0,0,9,1,10,0,1,1
MA0095200,25,0,19,0,0,164,12,195,5,4,34
CA0411700,182,12,223,2,3,1304,237,1764,14,48,246
NY0355200,1,0,2,0,0,15,0,17,0,1,2
WI0540100,174,10,98,3,1,568,107,773,22,26,225
OH0560000,1,0,12,0,0,8,0,20,0,0,1
NJ0180300,0,0,1,0,0,20,6,27,0,0,0
OH0670100,3,0,2,0,0,91,6,99,1,2,6
MO0951300,3,1,1,0,0,4,1,6,1,1,5
AL0380300,0,0,1,0,0,6,0,7,0,0,0
AR0620200,0,0,0,0,0,1,0,1,0,0,0
WI0710600,0,2,0,0,0,16,0,16,3,0,3
KS0890500,2,0,0,0,0,0,0,0,0,0,2
MN0100000,24,0,41,0,0,377,27,445,18,2,44
SC0080600,61,2,39,0,0,250,34,323,18,9,88
TX0610500,3,0,6,0,0,34,13,53,6,3,12
NC0130100,64,5,82,6,0,863,134,1079,15,31,116
WY0010200,3,0,3,0,0,47,1,51,1,0,4
IL0167A00,33,2,31,4,0,262,123,416,21,25,83
IA0770200,36,2,25,0,0,160,18,203,12,3,51
AR0042000,4,0,0,0,0,0,0,0,0,0,4
CA0269920,1,0,0,0,0,0,0,0,0,0,1
PA0363800,8,1,6,0,0,32,2,40,0,1,9
NV0010000,20,3,23,0,0,62,9,94,0,2,22
IN0410000,5,1,15,0,0,180,26,221,7,0,12
DE0010300,63,0,46,0,0,229,12,287,4,2,69
WADI00900,1,3,11,0,0,59,5,75,5,0,6
LA0610300,6,0,7,0,0,22,8,37,4,1,11
IA0220000,8,0,7,0,0,18,3,28,3,0,11
NB0170100,32,1,13,0,0,88,5,106,1,0,33
PA0450800,38,2,15,0,0,301,10,326,5,4,47
CO0600000,30,1,14,3,0,25,10,49,3,1,37
MN0310400,0,0,1,0,0,9,1,11,0,0,0
MO0957500,50,1,11,1,0,42,25,78,2,3,56
MA0070400,0,0,0,0,0,2,0,2,0,0,0
NY0050000,3,1,15,0,0,76,5,96,6,1,10
PA0481800,1,0,0,0,0,18,0,18,0,0,1
IN0570000,14,0,32,1,0,78,31,141,7,0,22
TX0860100,11,0,13,0,0,95,4,112,7,0,18
CT0015100,220,13,356,16,0,2302,603,3261,46,160,442
MI8218200,9,0,0,0,0,0,0,0,1,0,10
VA055SP00,3,0,0,1,0,2,0,2,1,0,5
NY0352700,0,0,0,0,0,4,0,4,0,0,0
OK0072600,1,0,4,0,0,7,0,11,0,0,1
PA048439E,1,0,6,0,0,51,0,57,2,0,3
MT0420000,9,0,1,0,0,11,3,15,0,0,9
PA0025400,0,0,1,0,0,3,0,4,0,1,1
GA1440100,3,0,0,0,0,19,0,19,0,0,3
AZ007B300,1,1,0,0,0,12,4,16,0,0,1
OH0850400,0,0,3,0,0,6,0,9,1,0,1
AR0230600,4,1,8,0,0,62,1,71,1,0,5
NJ0080400,1,0,18,0,0,24,3,45,0,0,1
TX0890900,0,0,0,0,0,0,0,0,0,0,0
PA0372000,1,0,3,0,0,0,1,4,0,0,1
MA0122700,22,1,15,0,0,58,19,92,3,5,30
KS0800100,6,0,8,0,0,12,1,21,1,0,7
LA0220000,44,1,59,0,0,146,26,231,12,1,57
PA0432400,2,0,1,0,0,7,1,9,0,0,2
CA0310300,57,7,65,1,0,334,55,454,29,7,94
AR0100400,1,0,2,0,0,11,0,13,0,0,1
GA1070200,0,0,0,0,0,11,1,12,0,0,0
AL0170100,11,1,6,0,0,24,1,31,0,0,11
KS0040200,3,0,1,0,0,5,4,10,0,1,4
WV0300200,2,0,0,0,0,0,0,0,0,0,2
OH0182700,13,1,9,0,0,124,5,138,1,2,16
KS0160100,7,0,1,0,0,34,3,38,0,0,7
NC1000000,11,2,21,3,0,33,2,56,1,0,15
AK0012000,9,2,7,0,0,72,1,80,3,1,13
WI0380000,13,0,33,0,4,100,6,139,18,0,31
WI0560100,21,0,14,1,0,311,36,361,3,2,27
IN0540100,44,3,25,0,0,175,9,209,4,4,52
VA0410000,28,1,33,2,0,95,20,148,3,0,33
PA0040400,1,0,0,0,0,0,0,0,0,0,1
IL0870700,0,0,2,0,0,0,0,2,0,0,0
NY0323100,0,0,0,0,0,0,0,0,0,0,0
NY313SK00,166,2,24,3,0,402,15,441,39,8,216
KY0240600,1,0,0,0,0,0,1,1,0,0,1
KS0980000,0,0,2,0,0,6,1,9,1,0,1
GA0670600,31,0,34,0,0,278,32,344,1,3,35
IL0630000,0,0,0,0,0,0,0,0,0,0,0
PA0430600,33,0,41,0,0,121,15,177,6,7,46
MA0141000,10,1,10,0,0,36,11,57,1,0,11
CA0562200,1,1,4,0,0,37,3,44,7,0,8
TX0150600,3,0,4,0,0,12,7,23,0,0,3
NY0252600,1,0,3,0,0,22,0,25,2,1,4
CA0190300,65,2,125,1,0,206,82,413,4,18,88
IL0830000,1,0,0,0,0,2,2,4,0,0,1
ME0110000,3,0,11,0,0,57,7,75,0,0,3
OH0191800,0,0,0,0,0,1,0,1,0,0,0
WA0120000,30,0,6,0,0,29,4,39,0,0,30
SC0160200,113,1,73,1,0,435,20,528,4,15,133
PA0252800,0,0,0,0,0,2,0,2,0,0,0
CA0410100,6,1,18,0,0,58,1,77,0,0,6
MI3950000,153,9,116,3,0,603,115,834,12,15,183
KY0470000,7,1,48,0,0,76,29,153,5,1,13
NY0590600,11,0,15,0,0,295,19,329,0,8,19
IL0810600,157,11,183,1,0,831,176,1190,41,11,210
TX0711400,28,0,24,0,0,142,32,198,4,1,33
GA0252700,5,0,0,0,0,15,33,48,0,1,6
AL0060100,45,6,58,2,0,236,22,316,4,6,57
KY0070200,1,0,1,0,0,16,3,20,0,0,1
UT0061200,12,4,26,0,0,256,15,297,10,0,22
TX2270000,659,22,647,10,1,2382,509,3538,116,75,860
MA0121500,24,2,11,0,0,42,6,59,9,0,33
MN0140000,2,0,10,0,0,14,6,30,2,0,4
ME0020400,5,0,8,0,0,103,0,111,0,0,5
PA0541200,7,0,0,0,0,4,0,4,0,0,7
NMDI02200,12,0,5,0,0,52,4,61,2,1,15
TX1830100,22,1,20,0,0,197,14,231,3,4,29
ID0370100,14,0,17,0,0,18,7,42,1,0,15
UT0070200,17,2,21,0,0,145,13,179,4,1,22
KS0810200,1,0,3,0,0,64,4,71,3,0,4
NH0074400,9,0,3,0,0,17,3,23,5,0,14
MN0730300,1,0,1,0,0,2,1,4,0,0,1
PAUNI020X,0,0,1,0,0,0,0,1,0,0,0
MI0339200,0,0,0,0,0,1,0,1,0,0,0
NB0550000,6,3,42,0,0,143,23,208,14,2,22
TN0820100,120,2,85,0,1,479,76,640,16,4,140
MI8074700,22,0,108,0,0,192,10,310,4,2,28
MS0620100,27,0,74,1,0,51,10,135,0,12,40
NY0260100,50,2,48,0,0,355,19,422,8,4,62
NJ0041900,3,0,6,0,0,8,0,14,0,0,3
PA0382500,0,0,0,0,0,1,0,1,0,0,0
MA0090900,4,0,8,0,0,19,3,30,0,0,4
WI0280100,33,0,10,0,0,98,4,112,3,2,38
NJ0041700,1,0,29,0,0,113,9,151,0,3,4
TX1081000,189,6,160,1,3,1174,117,1451,74,30,294
CA0196000,60,4,143,0,0,549,84,776,16,16,92
AL0110400,13,0,20,0,0,51,6,77,3,0,16
GA0580000,96,0,100,3,1,848,61,1009,22,8,129
WI0680400,12,2,33,0,3,264,14,311,3,3,18
AL0040000,54,4,52,2,0,152,24,228,4,2,62
VA118SP00,2,1,0,0,0,0,0,0,0,0,2
KY0340200,434,20,1099,33,2,6393,1225,8717,176,225,868
MN0490300,0,0,3,0,0,26,2,31,1,0,1
CA0194100,1514,213,2137,36,1,6424,3069,11630,198,707,2455
WI0070200,3,0,1,0,0,10,1,12,1,0,4
CA0120000,176,21,260,5,3,481,19,760,27,29,237
IL0970200,1,0,9,0,0,12,1,22,0,0,1
GA1170100,14,0,2,0,0,119,3,124,2,1,17
MO0020500,2,0,2,0,0,5,0,7,1,0,3
FL0502500,33,0,18,3,0,88,14,120,2,6,44
CT0014000,0,0,4,0,0,50,2,56,1,0,1
GA0970300,1,0,1,0,0,6,1,8,0,0,1
WV0280200,127,0,0,2,0,8,0,8,2,0,131
PA0170300,3,0,6,0,0,7,0,13,0,0,3
MS0220000,50,0,69,0,0,128,14,211,5,1,56
OH0790100,1,0,0,0,0,1,0,1,0,0,1
NJ0134300,4,0,1,0,0,2,1,4,0,0,4
TX2120900,0,0,0,0,0,12,1,13,2,0,2
AR0300000,8,1,33,0,0,30,24,87,2,0,10
KS0700300,3,0,2,0,0,4,0,6,0,0,3
OK0630900,0,0,3,0,0,1,2,6,0,2,2
FL0290300,53,2,89,7,0,369,47,505,12,9,81
ME0040100,4,0,6,0,0,68,4,78,3,0,7
KS0720000,0,0,6,0,0,6,0,12,0,0,0
IA0770400,43,0,36,0,0,236,48,320,3,3,49
WA0271100,3,0,11,1,0,61,19,91,1,0,5
OH0151000,0,0,0,0,0,2,0,2,0,0,0
MO0951800,14,0,22,0,0,163,31,216,0,0,14
TN0790100,58,1,50,0,0,533,28,611,9,9,76
NB0410100,2,0,4,0,0,17,0,21,3,0,5
NH0050000,0,0,0,0,0,0,0,0,0,0,0
TN0350700,1,0,0,0,0,3,1,4,0,0,1
GA060240X,5,0,2,0,0,282,100,384,0,0,5
WI0600300,3,0,5,1,0,30,2,37,1,0,5
NC0930000,35,5,111,2,0,161,53,325,7,6,50
TX0110800,41,0,3,0,0,6,1,10,23,0,64
NM0260100,672,34,955,5,0,2713,665,4333,42,100,819
NB0270000,2,2,10,0,0,53,11,74,9,0,11
TX0370000,103,2,65,3,0,213,60,338,3,2,111
CA0361600,501,16,721,1,0,2545,280,3546,39,110,651
AR0660600,3,1,0,0,0,9,0,9,0,0,3
NJ0133600,14,0,14,0,0,160,11,185,3,2,19
IL0600700,106,21,145,2,0,445,107,697,55,15,178
NV0130000,136,7,128,1,0,360,82,570,36,14,187
NY0252700,0,0,5,0,0,75,1,81,0,1,1
PA0483700,0,0,0,0,0,0,0,0,0,0,0
PA0040600,1,0,3,0,0,6,0,9,0,0,1
NJ0041500,67,1,60,2,0,602,75,737,5,8,82
PA0067100,3,1,10,0,0,81,5,96,3,1,7
MN0340100,75,1,17,0,1,365,41,423,17,0,92
WY0210100,16,1,28,0,0,144,14,186,31,0,47
PA0460700,1,0,1,0,0,56,0,57,0,0,1
KY0010000,5,0,5,0,0,8,3,16,0,1,6
PA0545400,0,0,0,0,0,7,0,7,0,0,0
CA0070700,40,7,50,1,0,417,72,539,9,22,72
OH0291100,19,2,35,0,0,664,44,743,16,9,44
IL0190400,1,0,0,0,0,9,0,9,1,0,2
MO0170100,3,0,2,0,0,17,3,22,3,0,6
AZ0020700,1,0,4,0,0,16,1,21,0,0,1
CO0330100,2,1,1,0,0,11,3,15,2,0,4
PA0030400,1,1,3,0,0,16,1,20,2,0,3
CO0270000,0,0,1,0,0,2,1,4,1,0,1
OK0390000,11,3,21,2,0,31,10,62,2,0,15
MI631910X,41,1,29,1,0,421,60,510,10,2,54
AL0460000,11,0,5,2,0,10,5,20,0,1,14
CA0130000,154,31,139,4,0,309,48,496,20,8,186
NY0223400,0,0,0,0,0,0,0,0,0,0,0
WI0440200,7,0,6,0,1,98,7,111,4,0,11
MI8023100,8,0,4,0,0,32,4,40,1,0,9
IL0980200,5,0,2,0,0,13,0,15,1,0,6
NY0052600,0,0,0,0,0,9,0,9,0,0,0
CO0080100,0,1,1,0,0,27,2,30,0,0,0
KY0760200,35,2,94,0,0,616,72,782,14,17,66
MA312SP00,1,0,0,0,0,0,1,1,0,0,1
IL0570100,65,3,49,5,1,243,31,323,17,8,95
PA0391300,2,0,4,0,0,72,3,79,2,0,4
AZ0140700,8,0,1,1,0,17,3,21,0,0,9
MA0080800,18,0,6,0,0,174,4,184,5,0,23
KS0400100,86,2,142,0,0,321,28,491,26,6,118
